id;commit_hash;file;heuristic;refactoring_type;is_floss;project
131;f4682ce2558cdca60d12fbef39e9ca0370eba592;src/test/java/org/junit/tests/running/classes/TestClassTest.java;ordering conflict;none;not_floss;junit4
132;f4682ce2558cdca60d12fbef39e9ca0370eba592;src/test/java/org/junit/tests/running/classes/TestClassTest.java;formatting conflict;none;not_floss;junit4
133;f4682ce2558cdca60d12fbef39e9ca0370eba592;src/test/java/org/junit/tests/running/classes/TestClassTest.java;formatting conflict;none;not_floss;junit4
134;f4682ce2558cdca60d12fbef39e9ca0370eba592;src/test/java/org/junit/tests/running/classes/TestClassTest.java;formatting conflict;none;not_floss;junit4
135;f4682ce2558cdca60d12fbef39e9ca0370eba592;src/test/java/org/junit/tests/running/classes/ParentRunnerTest.java;ordering conflict;none;not_floss;junit4
136;f4682ce2558cdca60d12fbef39e9ca0370eba592;src/test/java/org/junit/tests/running/classes/ParentRunnerTest.java;ordering conflict;none;not_floss;junit4
137;f4682ce2558cdca60d12fbef39e9ca0370eba592;src/test/java/org/junit/tests/running/classes/ParentRunnerTest.java;formatting conflict;none;not_floss;junit4
138;3f2d6f8f974560f970bc0f021c13224122d9ab2d;src/test/java/org/junit/tests/junit3compatibility/JUnit38ClassRunnerTest.java;formatting conflict;none;not_floss;junit4
139;93d773835c0c6f70bc89bbf5e4d273c289423a64;src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplierTest.java;true positive;rename class;not_floss;junit4
140;93d773835c0c6f70bc89bbf5e4d273c289423a64;src/test/java/org/junit/tests/experimental/theories/internal/AllMembersSupplier.java;true positive;none;not_floss;junit4
141;93d773835c0c6f70bc89bbf5e4d273c289423a64;src/test/java/org/junit/tests/experimental/theories/AssumingInTheoriesTest.java;formatting conflict;none;not_floss;junit4
142;93d773835c0c6f70bc89bbf5e4d273c289423a64;src/main/java/org/junit/experimental/theories/internal/AllMembersSupplier.java;true positive;none;not_floss;junit4
143;93d773835c0c6f70bc89bbf5e4d273c289423a64;src/main/java/org/junit/experimental/theories/DataPoint.java;formatting conflict;none;not_floss;junit4
144;5edfb4447b609c178d63a3d991172861076d143b;src/test/java/org/junit/tests/AllTests.java;ordering conflict;none;not_floss;junit4
145;5887ca08ddf687e35c2974fd08b7bc63fcc1abaf;src/main/java/org/junit/runner/notification/RunListener.java;ordering conflict;none;not_floss;junit4
146;15bef4ec10639406e419ed8732a7f82b9f8b0d13; src/main/java/junit/runner/Version.java;true positive;none;not_floss;junit4
147;15bef4ec10639406e419ed8732a7f82b9f8b0d13; src/main/java/junit/runner/Version.java;formatting conflict;none;not_floss;junit4
148;c861b8a24a0663b9f2496214d1a58048d80284a8;src/main/java/junit/runner/Version.java;formatting conflict;none;not_floss;junit4
149;bb13feee21bc4a77513d50d6855c4396db9f0609;src/test/java/org/junit/tests/running/classes/EnclosedTest.java;formatting conflict;none;not_floss;junit4
150;bb13feee21bc4a77513d50d6855c4396db9f0609;src/main/java/org/junit/experimental/runners/Enclosed.java;formatting conflict;none;not_floss;junit4
151;6bc83a0d3a67e36adc2733a125bf928c49f702f9;src/test/java/org/junit/tests/experimental/rules/TestWatcherTest.java;formatting conflict;none;not_floss;junit4
152;6bc83a0d3a67e36adc2733a125bf928c49f702f9;src/main/java/org/junit/rules/TestWatcher.java;formatting conflict;none;not_floss;junit4
153;6bc83a0d3a67e36adc2733a125bf928c49f702f9;src/main/java/org/junit/rules/TestWatcherTest.java;formatting conflict;none;not_floss;junit4
